Name,Sector,Industry,Market cap (mil),,,
Worldsec Ltd WSL,Financial Services,Asset Management,GBX 1.06,,,
Blue Star Capital PLC BLU,Financial Services,Asset Management,GBX 1.02,,,
Sealand Capital Galaxy Ltd SCGL,Communication Services,Internet Content & Information,GBX 0.98,,,
Critical Mineral Resources PLC CMRS,Basic Materials,Other Precious Metals & Mining,GBX 0.98,,,
i-nexus Global PLC INX,Technology,Software - Application,GBX 0.96,,,
Beacon Rise Holdings PLC BRS,Financial Services,Shell Companies,GBX 0.94,,,
Sivota PLC SIV,Financial Services,Asset Management,GBX 0.94,,,
Boston International Holdings PLC BIH,Financial Services,Shell Companies,GBX 0.89,,,
Pristine Capital PLC PRIS,Financial Services,Shell Companies,GBX 0.88,,,
CloudCoCo Group PLC CLCO,Technology,Software - Infrastructure,GBX 0.88,,,
Becket Invest PLC TAB,Financial Services,Shell Companies,GBX 0.86,,,
Catenai PLC CTAI,Technology,Software - Infrastructure,GBX 0.85,,,
Guild Esports PLC GILD,Communication Services,Entertainment,GBX 0.85,,,
Net Zero Infrastructure PLC NZI,Utilities,Utilities - Renewable,GBX 0.82,,,
Orient Telecoms PLC ORNT,Communication Services,Telecom Services,GBX 0.80,,,
Craven House Capital PLC CRV,Financial Services,Asset Management,USD 0.77,,,
Inspirit Energy Holdings PLC INSP,Industrials,Specialty Industrial Machinery,GBX 0.74,,,
Kibo Energy PLC KIBO,Utilities,Utilities - Renewable,GBX 0.74,,,
Mast Energy Developments PLC MAST,Utilities,Utilities - Renewable,GBX 0.72,,,
Esken Ltd ESKN,Basic Materials,Specialty Chemicals,GBX 0.71,,,
Golden Rock Global PLC GCG,Financial Services,Asset Management,GBX 0.70,,,
Medcaw Investments PLC MCI,Financial Services,Asset Management,GBX 0.69,,,
StreaksAI PLC STK,Communication Services,Electronic Gaming & Multimedia,GBX 0.66,,,
Ovoca Bio PLC OVB,Healthcare,Biotechnology,GBX 0.65,,,
Agriterra Ltd AGTA,Consumer Defensive,Farm Products,GBX 0.65,,,
Gfinity PLC GFIN,Consumer Cyclical,Leisure,GBX 0.65,,,
Anemoi International Ltd AMOI,Technology,Software - Application,GBX 0.63,,,
PipeHawk PLC PIP,Technology,Scientific & Technical Instruments,GBX 0.62,,,
Fandango Holdings PLC FHP,Financial Services,Shell Companies,GBX 0.60,,,
Iconic Labs PLC ICON,Communication Services,Advertising Agencies,GBX 0.59,,,
daVictus PLC DVT,Consumer Cyclical,Restaurants,GBX 0.57,,,
Aura Renewable Acquisitions PLC ARA,Financial Services,Shell Companies,GBX 0.55,,,
Milton Capital PLC MII,Financial Services,Shell Companies,GBX 0.55,,,
Hamak Gold Ltd HAMA,Basic Materials,Gold,GBX 0.54,,,
Cel AI PLC CLAI,Consumer Defensive,Household & Personal Products,GBX 0.50,,,
Amala Foods PLC DISH,Financial Services,Shell Companies,GBX 0.48,,,
Codex Acquisitions PLC CODX,Utilities,Utilities - Renewable,GBX 0.47,,,
Toople PLC TOOP,Communication Services,Telecom Services,GBX 0.46,,,
Chesterfield Resources PLC CHF,Basic Materials,Other Industrial Metals & Mining,GBX 0.46,,,
Ashington Innovation PLC ASHI,Financial Services,Shell Companies,GBX 0.45,,,
Dukemount Capital PLC DKE,Real Estate,Real Estate - Diversified,GBX 0.43,,,
Trafalgar Property Group PLC TRAF,Real Estate,Real Estate - Development,GBX 0.39,,,
Rockpool Acquisitions PLC ROC,Financial Services,Shell Companies,GBX 0.31,,,
Associated British Engineering PLC ASBE,Financial Services,Capital Markets,GBX 0.31,,,
Fragrant Prosperity Holdings Ltd FPP,Financial Services,Shell Companies,GBX 0.29,,,
Hostmore PLC MORE,Consumer Cyclical,Restaurants,GBX 0.20,,,
Hidong Estate PLC HID,Financial Services,Shell Companies,GBX 0.17,,,
Cloudified Holdings Ltd CHL,Financial Services,Shell Companies,GBX 0.12,,,
Live Co Group PLC LVCG,Communication Services,Entertainment,GBX 0.11,,,
Active Energy Group PLC AEG,Industrials,Pollution & Treatment Controls,GBX 0.09,,,
Curzon Energy PLC CZN,Energy,Oil & Gas E&P,GBX 0.03,,,
Hwange Colliery Co Ltd HWA,Energy,Thermal Coal,—,,,
Worthington Group PLC WRN,Real Estate,Real Estate - Diversified,—,,,
Northern Electric PLC NTEA,Utilities,Utilities - Regulated Electric,—,,,
Zigup PLC 67GX,Industrials,Rental & Leasing Services,—,,,
Rotork PLC 76ID,Industrials,Specialty Industrial Machinery,—,,,
Aviva PLC AV.B,Financial Services,Insurance - Diversified,—,,,
Renold PLC 32ID,Industrials,Specialty Industrial Machinery,—,,,
Celtic PLC CCPC,Communication Services,Entertainment,—,,,
Henry Boot PLC BD82,Real Estate,Real Estate - Diversified,—,,,
Caffyns PLC 78GL,Consumer Cyclical,Auto & Truck Dealerships,—,,,
S & U PLC 46IE,Financial Services,Credit Services,—,,,
Aviva PLC AV.A,Financial Services,Insurance - Diversified,—,,,
Antofagasta PLC 70GD,Basic Materials,Copper,—,,,
James Halstead PLC JHDA,Industrials,Building Products & Equipment,—,,,
S & U PLC 47IE,Financial Services,Credit Services,—,,,
Investec PLC INVR,Financial Services,Capital Markets,—,,,
Celtic PLC CCPA,Communication Services,Entertainment,—,,,
Marston's PLC 92IP,Consumer Cyclical,Restaurants,—,,,
R E A Holdings PLC RE.B,Consumer Defensive,Farm Products,—,,,
Latham (James) PLC LTHP,Basic Materials,Lumber & Wood Production,—,,,
Chemring Group PLC BC88,Industrials,Aerospace & Defense,—,,,
Caffyns PLC 79GL,Consumer Cyclical,Auto & Truck Dealerships,—,,,
Heavitree Brewery PLC HVTB,Consumer Cyclical,Restaurants,—,,,
NatWest Group PLC 90ID,Financial Services,Banks - Regional,—,,,
Ecclesiastical Insurance Office PLC ELLA,Financial Services,Insurance - Life,—,,,
Bristol Water PLC BWRA,Utilities,Utilities - Regulated Water,—,,,
General Accident PLC GACB,Financial Services,Credit Services,—,,,
Witan Investment Trust PLC 87IP,Financial Services,Asset Management,—,,,
Santander UK PLC SANB,Financial Services,Banks - Regional,—,,,
Witan Investment Trust PLC 86IP,Financial Services,Asset Management,—,,,
NatWest Group PLC 91ID,Financial Services,Banks - Regional,—,,,
General Accident PLC GACA,Financial Services,Credit Services,—,,,
Lloyds Banking Group PLC LLPC,Financial Services,Banks - Regional,—,,,
Lloyds Banking Group PLC LLPD,Financial Services,Banks - Regional,—,,,
Jupiter Second Split Trust PLC JSSZ,Financial Services,Asset Management,—,,,
City of London Investment Trust (The) PLC BA69,Financial Services,Asset Management,—,,,
Investec Investment Trust PLC 47HA,Financial Services,Asset Management,—,,,
Santander UK PLC SAN,Financial Services,Banks - Regional,—,,,
REI Agro Ltd REA,Consumer Defensive,Packaged Foods,—,,,
Real Estate Credit Investments Ltd RECP,Financial Services,Asset Management,—,,,
CRH PLC 97GM,Basic Materials,Building Materials,—,,,
Acer Inc ACIA,Technology,Computer Hardware,—,,,
Commercial International Bank - Egypt CIB 41JB,Financial Services,Banks - Regional,—,,,
Brunner Investment Trust (The) PLC 44GL,Financial Services,Asset Management,—,,,
City of London Investment Trust (The) PLC BA47,Financial Services,Asset Management,—,,,
EZZ Steel Co SAE 67NW,Basic Materials,Steel,—,,,
EFG Holding SAE BG79,Financial Services,Capital Markets,—,,,
Fishguard & Rosslare Railways & Harbours Co 72GU,Industrials,Railroads,—,,,
Keystone Positive Change Investment Trust PLC 70HF,Financial Services,Asset Management,—,,,
Lloyds Banking Group PLC LLPH,Financial Services,Banks - Regional,—,,,
Investec Investment Trust PLC 46HA,Financial Services,Asset Management,—,,,
Hanatour Service Inc 86PB,Consumer Cyclical,Travel Services,—,,,
NatWest Group PLC 93ID,Financial Services,Banks - Regional,—,,,
Lloyds Banking Group PLC LLPJ,Financial Services,Banks - Regional,—,,,
Origo Partners PLC OPPP,Financial Services,Asset Management,—,,,
Worldlink Group PLC WGP,Financial Services,Financial Data & Stock Exchanges,—,,,
Inland ZDP PLC INLZ,Real Estate,Real Estate - Development,—,,,
Vislink Technologies Inc XGTU,Technology,Communication Equipment,—,,,
Green REIT PLC. GRN,Real Estate,REIT - Diversified,—,,,
Triple Point Income VCT PLC TPVC,Financial Services,Asset Management,—,,,
Ventus VCT PLC VEND,Financial Services,Asset Management,—,,,
HL Mando Corp 05IS,Consumer Cyclical,Auto Parts,—,,,
REI Agro Ltd REAA,Consumer Defensive,Packaged Foods,—,,,
HL Mando Corp MNMD,Consumer Cyclical,Auto Parts,—,,,
EN+ GROUP International PJSC 94PF,Basic Materials,Aluminum,—,,,
BP PLC BP.A,Energy,Oil & Gas Integrated,—,,,
BP PLC BP.B,Energy,Oil & Gas Integrated,—,,,
HELLENiQ ENERGY Holdings SA 98LQ,Energy,Oil & Gas Integrated,—,,,
Walsin Lihwa Corp 61HG,Industrials,Electrical Equipment & Parts,—,,,
Croda International PLC 50GP,Basic Materials,Specialty Chemicals,—,,,
Croda International PLC 49GP,Basic Materials,Specialty Chemicals,—,,,
Fuller Smith & Turner PLC 53GW,Consumer Cyclical,Restaurants,—,,,
Fuller Smith & Turner PLC 54GW,Consumer Cyclical,Restaurants,—,,,
Morgan Advanced Materials PLC BA29,Industrials,Specialty Industrial Machinery,—,,,
Standard Chartered PLC STAC,Financial Services,Banks - Diversified,—,,,
Standard Chartered PLC STAB,Financial Services,Banks - Diversified,—,,,
National Westminster Bank PLC NWBD,Financial Services,Banks - Regional,—,,,
Morgan Advanced Materials PLC BA05,Industrials,Specialty Industrial Machinery,—,,,
AECI Ltd 87FZ,Basic Materials,Specialty Chemicals,—,,,
Turkiye Is Bankasi AS 98LM,Financial Services,Banks - Regional,—,,,
Bank Polska Kasa Opieki SA 85PL,Financial Services,Banks - Regional,—,,,
Bank of Montreal 53CU,Financial Services,Banks - Diversified,—,,,
Henderson International Income Trust PLC HINC,Financial Services,Asset Management,—,,,
Compal Electronics Inc CEIA,Technology,Computer Hardware,—,,,
Marwyn Acquisition Co III Ltd MAC3,Financial Services,Shell Companies,—,,,
Guaranty Trust Holding Co PLC 81GL,Financial Services,Banks - Diversified,—,,,
Madinet Masr For Housing and Development 11KQ,Real Estate,Real Estate - Diversified,—,,,
Madinet Masr For Housing and Development MNHD,Real Estate,Real Estate - Diversified,—,,,
China Yangtze Power Co Ltd 78TK,Utilities,Utilities - Renewable,—,,,
EPE Special Opportunities Ltd ESOZ,Financial Services,Asset Management,—,,,
Western Uranium & Vanadium Corp 0VOL,Energy,Uranium,—,,,
Zuger Kantonalbank AG ZUGERZ,Financial Services,Banks - Regional,—,,,
Pantheon Infrastructure PLC PINC,Financial Services,Asset Management,—,,,
Air Astana JSC AA80,Industrials,Airlines,—,,,
Special Opportunities REIT PLC SOR.L,Real Estate,REIT - Diversified,—,,,
Sancus Lending Group Ltd LENZ,Financial Services,Credit Services,,,,
